Government,Region,Issuing Area of Government,Title,Type,Date,OSS Specific?,Stated Objective: Cost,Stated Objective: Sovereignty,Stated Objective: Support for National Industry,Stated Objective: Modernization,Stated Objective: Transparency,Stated Objective: Security,Action,Term,Status,Comments,Source,Source II,Notes
Croatia,Europe,Ministry,OSS Working Groups,Support,2013,Yes,-,-,-,-,X,-,R&D,OSS,Approved,Working groups on OSS solutions and the use of open standards in order to provide consulting services to ministries and other public administration bodies.,https://joinup.ec.europa.eu/collection/open-government/news/croatian-government-creates-w,,
Cuba,Central America and the Caribbean,Executive,Launch of Nova,Support,2013,Yes,-,X,-,-,-,X,Procurement - mandatory,FLOSS / FOSS,Approved,The Cuban government is migrating thousands of its computers to Linux to counter Microsoft and the U.S..,https://www.reuters.com/article/technologyNews/idUSTRE51A77S20090211?rpc=64,,
Curaçao,Central America and the Caribbean,Ministry,Founds the Curacao Innovation & Technology Institute (pre. Stimul-IT + InnovatieCentrum Curaçao),Support,2013,No,-,-,X,X,-,-,R&D,OSS,Approved,"Stimul-IT,   a   government-funded   organization   that    executes    a    range    of    IT    development  initiatives,  especially  software  applications  training,  in  Curaçao.  It  is  a  supporter  of,  and  has incorporated into its curriculum, OSS  options. Stimul-IT was replaced by CITI.",https://unesdoc.unesco.org/ark:/48223/pf0000243822 //https://citi.cw/#gk-bottom1,,Link recently broke and not available on wayback machine
Cyprus,Europe,Ministry,"National Policy
of the Republic of Cyprus
for Open Science Practices",Strategy,2022,No,-,-,-,X,-,-,Procurement - advisory,OSS,Approved,"The Deputy Ministry of Research, Innovation, and Digital Policy released a policy to actively encourages the release of OSS and research stakeholders to engage in OSS. ",https://www.dmrid.gov.cy/dmrid/research.nsf/All/AA70CE90EBA683F1C225885900404C05/$file/National%20OS%20policy.pdf?OpenElement,,
Cyprus,Europe,Ministry,National Artificial Intelligence Strategy (TN): Actions for the Utilization and Development of TN in Cyprus,Strategy,2020,No,-,-,-,X,-,-,R&D,OSS,Approved,"The Deputy Ministry of Research, Innovation and Digital Policy released a strategy that states it is necessary to develop an open environment with OSS that will facilitate the development of the Cypriot platform for experimentation and utilization of IT.",http://bit.ly/3gHkizV,,
Czech Republic,Europe,Executive,Czech Open Government 2006 Initiative,Strategy,2006,Yes,X,X,-,X,-,-,Procurement - advisory,OSS,Failed,"Launched to examine the future potential of OSS solutions within Czech public administrations, and potentially position the administration to act as a producer of OSS solutions rather than a user. However, there are legal issues to be addressed regarding the validity of OSS licenses.",https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_CZ_0.pdf,,
Czech Republic,Europe,Ministry,Financial and Economic Justification of the Creation of a National Software Platform,Support,2005,Yes,-,-,X,X,-,-,Cooperation,OSS,Approved,Ministry is supporting the Czech Open Source Software Alliance to provide consultation on OSS projects and assist with representation in the EU‘s IDABC with regard to OSS.,http://www.linuxformat.ru/download/foss-russia/1.2.%20Финансово-экономическое%20обоснование%20проекта.pdf,,
Czech Republic,Europe,Legislative,The Right to Digital Services Act (law nr. č. 12/2020 Sb.),Bill,2019,No,-,-,-,X,-,-,Procurement - advisory,OSS,Approved,"Emphasizes expansion of digitization and eGovernment across the public sector; Vladimir Dzurilla, Chief Digital Officer, intends to integrate an open source element into the Czech government portal.",https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_CZ_0.pdf,,
Czech Republic,Europe,Executive,Digital Czechia,Strategy,2018,No,X,-,-,X,-,-,Procurement - advisory,OSS,Approved,"Features a chapter titled ""Action Plan against vendor lock-in using open source solutions"".",https://joinup.ec.europa.eu/sites/default/files/inline-files/Digital_Government_Factsheets_Czech%20Republic_2019.pdf,,
Czech Republic,Europe,Executive,Czech Information and Communication Policy,Directives & Regulation,2004,No,-,-,-,X,-,-,Procurement - advisory,OSS,Approved,"Encouraged use of open standards, recognizing them as a prerequisite for OSS solutions.",https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_CZ_0.pdf,,
Denmark,Europe,Agency,Report on Savings from Use of OSS,Support,2002,Yes,X,-,-,-,-,-,R&D,OSS,Approved,The Danish Board of Technology released a report stating that the public administration would save 500 million Euros over four years by using open source software.  The report also concluded that… open source solutions cannot be dictated as a general principle.,"International Trade Administration, U.S. Department of Commerce, ""European OSS Policy Initiatives""",,Details need to be confirmed - no access to original source + cannot locate it elsewhere
Denmark,Europe,Legislative,Resolution for Offensive Competitive Strategy,Bill,2002,Yes,-,-,-,X,-,-,Procurement - advisory,OSS,Failed,Socialist members of the Danish Parliament introduced a motion for a resolution calling for an offensive competitive strategy utilizing open source software and open standards. The motion did not gain the necessary support within Parliament and reportedly will not be re-introduced for a second hearing.,"International Trade Administration, U.S. Department of Commerce, ""European OSS Policy Initiatives""",,Details need to be confirmed - no access to original source + cannot locate it elsewhere
Denmark,Europe,Agency,White Paper on a Common Public-Sector Digital Architecture,Other,2017,No,-,-,-,X,-,-,R&D,OSS,Approved,The white paper on a common public-sector digital architecture calls on public entities to embrace sustainable and open source components.,https://en.digst.dk/digital-governance/digital-architecture/white-paper-on-a-common-public-sector-digital-architecture/,https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_DK.pdf,
Denmark,Europe,Agency,National Open Government Partnership Action Plan 2012,Strategy,2013,Yes,-,-,-,X,X,-,Procurement - advisory,OSS,Approved,"The Danish National Open Government Partnership Action Plan for 2013-2014 highlights the government’s commitment to reusing open source software, 
specifically through the public portal Software Exchange, where authorities can publish, share and re-use open source software.",https://www.opengovpartnership.org/members/denmark/commitments/DK0010/,,
Denmark,Europe,Legislative,National Open Government Partnership Action Plan 2013-2014,Strategy,2013,Yes,-,-,-,X,X,-,Procurement - advisory,OSS,Approved,"Details the government's commitment on the reuse of open source software in the public sector, specifically related to the public portal Software Exchange; The Danish Progress Report (2012-2013) said the level of the project's completion as well as the priority of the open source-related commitment was low; concluded that ""the Government should take steps to ensure that the knowledge of the Software Exchange is given broader exposure"".",https://www.opengovpartnership.org/wp-content/uploads/2019/06/Denmark_Open-Government-Action-Plan-2013-2014_ENG_1-sided_print.pdf,,
Denmark,Europe,Legislative,Resolution on the Use of Open Standards,Bill,2006,Yes,-,-,-,X,-,-,Procurement - advisory,OSS,Approved,"Resolution on the use of open standards for software in the public sector; followed by an open standard policy developed and implemented by the Ministry of Sciences, Technology and Innovation eight months later.",https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Factsheet_DK_0.pdf,,
Denmark,Europe,Ministry,Danish Board of Technology Working Group: OSS Recommendations ,Support,2002,Yes,-,-,X,X,-,-,Procurement - advisory,OSS,Approved,"Analysis and recommendations drawn up by a working group under the Danish Board of Technology recommended that OSS compete on same level as proprietary software, and for OSS pilot projects.",http://www.softwarechoice.org/download_files/Danish.Policy.pdf,,Link recently broke and not available on wayback machine
Denmark,Europe,Ministry,Code During the Holidays,Support,2011,Yes,-,-,-,X,-,-,R&D,OSS,Approved,15 chosen students were paid to develop or improve upon open source software for the public sector under the initiative. Discontinued in 2012.,https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_DK.pdf,,
Denmark,Europe,Executive,Software Strategy,Strategy,2003,No,X,X,-,X,-,-,Tech Neutrality,OSS,Approved,"The government adopted a Software Strategy emphasizing value for money, competition, freedom of choice, and interoperability. The policy expresses no preference for open source, but several open source projects have been initiated under the policy.",http://web.archive.org/web/20060612032218/http:/www.osaia.org/documents/OSAIA%20Policy%20Tracker%20v2.pdf,http://www.ica-it.org/conf37/docs/Conf37_CountryRep_Denmark.pdf,
Djibouti,Africa,Executive,National Information and Telecommunications Plan,Strategy,2003,No,-,-,X,X,-,-,R&D,FLOSS / FOSS,Approved,"The National Information and Telecommunications Plan of Djibouti was approved in 2003. One of the identified strategies was to do research on and test FOSS, in particular Linux, through a new FOSS laboratory. A ""Linux team"" was suggested to help install Linux and Linux networks in schools in Djibouti.",http://www.hartford-hwp.com/archives/33/034.html,,
Dominica,Central America and the Caribbean,Ministry,Policy and Activity Principles,Directives & Regulation,2013,No,-,-,-,-,-,-,Procurement - advisory,OSS,Approved,"ICT Unit under the Ministry of Public Works and the Digital Economy is mandated with ""selection, customization and writing software applications, with special emphasis on developing and using open source software"".",https://publicworks.gov.dm/divisions/information-and-communication-technology-unit,,
Dominican Republic,Central America and the Caribbean,Legislative,Law 1-12: National Development Strategy 2030,Bill,2013,No,-,-,-,-,-,-,Procurement - advisory,FLOSS / FOSS,Approved,"As a means to achieve universal access and use of ICTs, line of action 3.3.5.7 promotes the use of free software for the applications of electronic government.",https://mepyd.gob.do/mepyd/wp-content/uploads/archivos/end/marco-legal/ley-estrategia-nacional-de-desarrollo.pdf,,
Dominican Republic,Central America and the Caribbean,Executive,NORTIC A1: General Norm on the Use and Implementation of ICTs in the Dominican State,Directives & Regulation,2013,No,-,-,-,-,-,-,Procurement - mandatory,FLOSS / FOSS,Approved,"The ICT Governmental Office depends on the Executive, and was created to plan and execute the electronic government agenda. Section 5.03 of the norm states that governmental organisms must develop their applications based on open source and licenses.",https://ogtic.gob.do/nortic-a12014/,,
